Job Title,Job Link,Posted On,Req Id,Location
"Senior Principal Site Reliability Engineer-OpenShift, Redhat Linux & Kubernetes",https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bangalore-India/Senior-Principal-Site-Reliability-Engineer-OpenShift--Redhat-Linux---Kubernetes_R244520,Hybrid,R244520,Bangalore India
"Senior Site Reliability Engineer-OpenShift, Redhat Linux & Kubernetes",https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bangalore-India/Senior-Site-Reliability-Engineer-OpenShift--Redhat-Linux---Kubernetes_R244511-1,Hybrid,R244511,Bangalore India
Software Principal Engineer,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bangalore-India/Software-Principal-Engineer_R241494-1,Hybrid,R241494,Bangalore India
Software Senior Engineer,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bangalore-India/Software-Senior-Engineer_R238633-1,Hybrid,R238633,Bangalore India
Software Senior Principal Engineer,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bangalore-India/Software-Senior-Principal-Engineer_R238628-1,Hybrid,R238628,Bangalore India
Threat Hunter - Senior Advisor,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Hyderabad-India/Threat-Hunter---Senior-Advisor_R246385,"Hyderabad, India",R246385,Hyderabad India
"Senior Advisor, Project Program Management",https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Cyberjaya-Malaysia/Senior-Advisor--Technical-Program-Management_R246009-1,Hybrid,R246009,Cyberjaya Malaysia
"Senior Consultant, Software Engineering",https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Cyberjaya-Malaysia/Principal-Senior-Consultant--Technical-Program-Management_R246011-1,Hybrid,R246011,Cyberjaya Malaysia
Logistics Senior Advisor,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Hanoi-Vietnam/Logistics-Senior-Advisor_R244469,Hybrid,R244469,Hanoi Vietnam
Risk and Resilience Advisor,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Hanoi-Vietnam/Risk-and-Resilience-Advisor_R241597-1,Hybrid,R241597,Hanoi Vietnam
Główny Inżynier Systemów Automatyki | Maintenance and Control Principal Engineer,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Lodz-Poland/Inynier-Utrzymania-Ruchu-i-Systemw-Automatyki---Maintenance-and-Control-Principal-Engineer_R233038-1,Hybrid,R233038,Lodz Poland
Principal Software Engineer - Intelligent Automation - R246032,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Eldorado-Do-Sul-Brazil/Principal-Software-Engineer---Intelligent-Automation---R246032_R246032,Hybrid,R246032,Eldorado Do Sul Brazil
Engenheira(o) de Software - Centro IA,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Sao-Paulo-Brazil/Dojo-Senior-Developer_R237420-1,Hybrid,R237420,Sao Paulo Brazil
Engenheira(o) de Software - Centro IA,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Eldorado-Do-Sul-Brazil/Dojo-Senior-Developer---Research-and-Development_R235422-1,Hybrid,R235422,Eldorado Do Sul Brazil
Engenheira(o) de Software - Centro IA,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Sao-Paulo-Brazil/Dojo-Senior-Developer---Research-and-Development_R235421-1,Hybrid,R235421,Sao Paulo Brazil
Threat Hunter - Senior Advisor,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bucharest-Romania/Threat-Hunter---Senior-Advisor_R243849-1,Hybrid,R243849,Bucharest Romania
Technical Support Intern -,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Casablanca-Morocco/Technical-Support-Intern--_R229566,Hybrid,R229566,Casablanca Morocco
Finance and Accounting Internship,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bayan-Lepas-Malaysia/Finance-and-Accounting-Internship_R225984,Hybrid,R225984,Bayan Lepas Malaysia
Graduate Technical Support - French & English Speaker,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Casablanca-Morocco/Graduate-Technical-Support---French---English-Speaker_R246146,"Casablanca, Morocco",R246146,Casablanca Morocco
Next Generation Sales Academy – Associate Inside Sales,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Amsterdam-Netherlands/Next-Generation-Sales-Academy---Associate-Inside-Sales_R245226-1,Hybrid,R245226,Amsterdam Netherlands
Data Science Senior Advisor,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bangalore-India/Data-Science-Senior-Advisor_R240914-1,Hybrid,R240914,Bangalore India
"Data Scientist - Secureworks - Atlanta, GA or Remote, US",https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Atlanta-Georgia-United-States/Data-Scientist---Secureworks---Atlanta--GA-or-Remote--US_R245195,Field,R245195,Atlanta Georgia United States
Incident Response Senior Delivery Manager - Secureworks,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Remote---Texas-United-States/Incident-Response-Senior-Delivery-Manager---Secureworks_R245716,Field,R245716,Remote   Texas United States
"Consultant, Vulnerability Scanning and Tools",https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bucharest-Romania/Consultant--Vulnerability-Management-and-Remediation_R233381,Hybrid,R233381,Bucharest Romania
Cybersecurity Compliance Specialist - Identity Access Management (IAM),https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bucharest-Romania/Cybersecurity-Compliance-Specialist---Identity-Access-Management--IAM-_R241021-1,Hybrid,R241021,Bucharest Romania
Inside Sales Account Manager - Medium Business,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Munich-Germany/Inside-Sales-Account-Manager---Medium-Business_R245308,Hybrid,R245308,Munich Germany
Procurement Specialist Senior Advisor,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bucharest-Romania/Procurement-Specialist-Senior-Advisor_R245374,Hybrid,R245374,Bucharest Romania
"Analyst, Financial Analysis(ADP)",https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bayan-Lepas-Malaysia/Analyst--Financial-Analysis-ADP-_R225949-1,Hybrid,R225949,Bayan Lepas Malaysia
Account Manager Client Executive - Cyber SaaS - (Northeast United States Only),https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Remote---Pennsylvania-United-States/Enterprise-Account-Manager-Client-Executive---USA-Remote-WFH_R241569,Field,R241569,Remote   Pennsylvania United States
True Ability Program 1 Year HR Intern,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Taipei-Taiwan/True-Ability-Program-Talent-Acquisition-Intern_R243558-1,Hybrid,R243558,Taipei Taiwan
Software Principal Engineer,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Taipei-Taiwan/Software-Principal-Engineer_R242952-1,Hybrid,R242952,Taipei Taiwan
Mechanical Senior Principal Engineer,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Taipei-Taiwan/Mechanical-Senior-Principal-Engineering-Technologist_R242063-1,Hybrid,R242063,Taipei Taiwan
Senior Credit Advisor - Dell Financial Services,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bucharest-Romania/Senior-Credit-Advisor---Dell-Financial-Services_R241961,Hybrid,R241961,Bucharest Romania
Thermal Principal Engineer,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Taipei-Taiwan/Thermal-Principal-Engineer_R240919-1,Hybrid,R240919,Taipei Taiwan
Senior Systems Development Engineer (PCBA Senior Test Engineer),https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Hanoi-Vietnam/Senior-Systems-Development-Engineer--PCBA-Senior-Test-Engineer-_R240601,Hybrid,R240601,Hanoi Vietnam
Data Science Senior Analyst,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bucharest-Romania/Data-Science-Senior-Analyst_R239871-1,Hybrid,R239871,Bucharest Romania
Territory Manager (Direct Sales),https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Dubai-United-Arab-Emirates/Territory-Manager--Direct-Sales-_R239281,Field,R239281,Dubai United Arab Emirates
Tax Advisor,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Taipei-Taiwan/Tax-Advisor_R238423,Hybrid,R238423,Taipei Taiwan
Accounting Advisor,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bucharest-Romania/Accounting-Advisor_R235254-1,Hybrid,R235254,Bucharest Romania
Principal Supplier Process Engineer on PCBA,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Taipei-Taiwan/Principal-Supplier-Process-Engineer_R235019,Hybrid,R235019,Taipei Taiwan
助理售前工程师,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Beijing-China/_R232193,Hybrid,R232193,Beijing China
助理售前工程师,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Beijing-China/_R228753,Hybrid,R228753,Beijing China
助理售前工程师,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Beijing-China/_R228754,Hybrid,R228754,Beijing China
2024 Systems Development Engineer Campus Hire,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Taipei-Taiwan/XMLNAME-2024-Systems-Development-Engineer-Campus-Hire_R228684,Hybrid,R228684,Taipei Taiwan
Accounting Development Program (ADP) 2024,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bayan-Lepas-Malaysia/Accounting-Development-Program--ADP--2024_R225955,Hybrid,R225955,Bayan Lepas Malaysia
Inside Sales Account Manager - Medium Business,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Munich-Germany/Inside-Sales-Account-Manager---Medium-Business_R245308,Hybrid,R245308,Munich Germany
Procurement Specialist Senior Advisor,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bucharest-Romania/Procurement-Specialist-Senior-Advisor_R245374,Hybrid,R245374,Bucharest Romania
"Analyst, Financial Analysis(ADP)",https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bayan-Lepas-Malaysia/Analyst--Financial-Analysis-ADP-_R225949-1,Hybrid,R225949,Bayan Lepas Malaysia
Account Manager Client Executive - Cyber SaaS - (Northeast United States Only),https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Remote---Pennsylvania-United-States/Enterprise-Account-Manager-Client-Executive---USA-Remote-WFH_R241569,Field,R241569,Remote   Pennsylvania United States
True Ability Program 1 Year HR Intern,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Taipei-Taiwan/True-Ability-Program-Talent-Acquisition-Intern_R243558-1,Hybrid,R243558,Taipei Taiwan
Software Principal Engineer,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Taipei-Taiwan/Software-Principal-Engineer_R242952-1,Hybrid,R242952,Taipei Taiwan
Mechanical Senior Principal Engineer,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Taipei-Taiwan/Mechanical-Senior-Principal-Engineering-Technologist_R242063-1,Hybrid,R242063,Taipei Taiwan
Senior Credit Advisor - Dell Financial Services,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bucharest-Romania/Senior-Credit-Advisor---Dell-Financial-Services_R241961,Hybrid,R241961,Bucharest Romania
Thermal Principal Engineer,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Taipei-Taiwan/Thermal-Principal-Engineer_R240919-1,Hybrid,R240919,Taipei Taiwan
Senior Systems Development Engineer (PCBA Senior Test Engineer),https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Hanoi-Vietnam/Senior-Systems-Development-Engineer--PCBA-Senior-Test-Engineer-_R240601,Hybrid,R240601,Hanoi Vietnam
Data Science Senior Analyst,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bucharest-Romania/Data-Science-Senior-Analyst_R239871-1,Hybrid,R239871,Bucharest Romania
Territory Manager (Direct Sales),https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Dubai-United-Arab-Emirates/Territory-Manager--Direct-Sales-_R239281,Field,R239281,Dubai United Arab Emirates
Tax Advisor,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Taipei-Taiwan/Tax-Advisor_R238423,Hybrid,R238423,Taipei Taiwan
Accounting Advisor,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bucharest-Romania/Accounting-Advisor_R235254-1,Hybrid,R235254,Bucharest Romania
Principal Supplier Process Engineer on PCBA,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Taipei-Taiwan/Principal-Supplier-Process-Engineer_R235019,Hybrid,R235019,Taipei Taiwan
助理售前工程师,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Beijing-China/_R232193,Hybrid,R232193,Beijing China
助理售前工程师,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Beijing-China/_R228753,Hybrid,R228753,Beijing China
助理售前工程师,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Beijing-China/_R228754,Hybrid,R228754,Beijing China
2024 Systems Development Engineer Campus Hire,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Taipei-Taiwan/XMLNAME-2024-Systems-Development-Engineer-Campus-Hire_R228684,Hybrid,R228684,Taipei Taiwan
Accounting Development Program (ADP) 2024,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bayan-Lepas-Malaysia/Accounting-Development-Program--ADP--2024_R225955,Hybrid,R225955,Bayan Lepas Malaysia
Intern Detection Research - Counter Threat Unit (Remote),https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Remote---Romania/Intern-Detection-Research---Counter-Threat-Unit--Remote-_R240899,Remote - Romania,R240899,Remote   Romania
"CHRO, VP, Human Resources - Hybrid, Atlanta, GA",https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Atlanta-Georgia-United-States/CHRO--VP--Human-Resources---Hybrid--Atlanta--GA_R242388,"Atlanta, Georgia, United States",R242388,Atlanta Georgia United States
Cyber Risk Partner Alliance Manager,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Remote---United-Kingdom-London-Thames-Valley/Cyber-Risk-Partner-Alliance-Manager_R233013,Remote - United Kingdom (London-Thames Valley),R233013,Remote   United Kingdom London Thames Valley
Security Consultant,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Tokyo-Japan/Security-Consultant_R244194,"Tokyo, Japan",R244194,Tokyo Japan
Intern - Detection Research - Counter Threat Unit - US Remote,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Remote---Texas-United-States/Intern---Detection-Research---Counter-Threat-Unit---US-Remote_R240834,2 Locations,R240834,Remote   Texas United States
Software Engineer - C++ Windows Agent Intern,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Remote---Texas-United-States/Software-Engineer---C---Windows-Agent-Intern_R244685,2 Locations,R244685,Remote   Texas United States
Sr. Manager Financial Systems - Secureworks - Remote US,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Remote---Georgia-United-States/Sr-Manager-Financial-Systems---Secureworks---Remote-US_R244250,4 Locations,R244250,Remote   Georgia United States
Sr. Principal Front-end Engineer,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Hyderabad-India/Sr-Principal-Front-end-Engineer_R244072-1,"Hyderabad, India",R244072,Hyderabad India
Senior Product Manager - Endpoint Management,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Remote---Romania/Senior-Product-Manager---Endpoint-Management_R238131,2 Locations,R238131,Remote   Romania
Sr. Manager UI,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Hyderabad-India/Sr-Manager-UI_R244071,"Hyderabad, India",R244071,Hyderabad India
"Senior Auditor (IT & Operations) - Bucharest, Romania",https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Remote---Romania/Senior-Auditor--IT---Operations----Bucharest--Romania_R244108,Remote - Romania,R244108,Remote   Romania
Product Support Team Leader,https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Bucharest-Romania/Product-Support-Team-Leader_R242955-1,"Bucharest, Romania",R242955,Bucharest Romania
Intern Detection Research - Counter Threat Unit (100% Remote UK),https://dell.wd1.myworkdayjobs.com/en-US/External/en-US/External/job/Remote---United-Kingdom-Scotland/Intern-Detection-Research---Counter-Threat-Unit--100--Remote-UK-_R240900,Remote - United Kingdom (Scotland),R240900,Remote   United Kingdom Scotland
